,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,forum Q,forum A,office hour visits,dropout
22653,Y,third,17,2,F,,,,,,,,,,0,0,1,Y
22654,N,third,40,35,B,41,20,B,56,B,74,C,F,C,6,4,6,N
22655,Y,third,73,3,D,20,87,C,20,F,30,D,D,F,9,1,3,Y
22656,Y,first,1,1,D,18,23,B,9,D,41,F,F,B,11,16,9,N
22657,N,second,87,12,B,40,55,A,39,F,62,D,D,A,10,2,9,N
22658,Y,third,99,75,F,34,74,F,,,,,,,1,3,0,Y
22659,N,third,8,14,F,1,51,C,36,B,28,B,A,C,0,3,2,N
22660,N,third,7,5,A,2,34,A,40,B,20,D,D,D,2,2,2,N
22661,Y,second,32,90,F,77,41,F,26,F,60,A,B,D,0,21,8,N
22662,Y,first,10,15,F,,,,,,,,,,0,1,0,Y
22663,Y,third,15,30,A,71,42,C,11,D,62,A,D,D,16,23,8,N
22664,Y,second,50,4,A,55,67,C,14,A,28,A,F,F,18,5,8,N
22665,Y,first,66,19,B,19,37,D,68,A,32,B,A,C,3,0,2,Y
22666,N,third,61,55,C,82,60,D,,,,,,,2,3,0,Y
22667,N,second,87,84,C,56,59,D,31,D,77,B,A,F,9,1,9,N
22668,Y,first,11,18,F,,,,,,,,,,0,0,1,Y
22669,Y,first,43,45,B,41,46,C,,,,,,,3,0,0,Y
22670,N,second,79,44,A,30,94,D,20,B,59,F,A,C,9,3,5,N
22671,N,first,9,12,F,23,45,C,66,B,26,B,D,B,29,12,4,N
22672,N,third,1,11,A,7,10,A,24,B,25,D,A,C,0,2,1,N
22673,Y,second,77,81,A,47,97,F,24,F,83,A,B,F,7,4,4,N
22674,Y,first,79,66,D,88,46,F,,,,,,,5,2,1,Y
22675,Y,second,38,71,F,58,40,F,82,B,82,C,F,A,7,9,4,N
22676,N,third,65,91,F,83,90,D,,,,,,,1,3,0,Y
22677,N,third,7,1,A,13,22,B,48,B,28,A,D,B,2,2,2,N
22678,N,third,66,75,A,28,71,A,77,F,,,,,9,3,0,Y
22679,N,third,2,12,A,7,14,D,46,A,23,B,F,A,4,3,1,N
22680,Y,second,34,59,D,5,33,F,,,,,,,2,0,0,Y
22681,N,second,14,9,D,56,49,F,64,B,84,D,A,D,26,7,7,N
22682,Y,first,47,91,D,24,9,C,27,F,15,D,F,F,10,2,1,Y
22683,N,third,40,39,F,18,51,B,72,F,,,,,8,2,3,Y
22684,Y,second,31,36,A,11,37,F,,,,,,,2,1,1,Y
22685,Y,third,17,64,A,69,50,C,92,F,52,F,D,A,10,5,5,N
22686,Y,third,72,79,B,58,43,A,61,F,39,A,F,D,5,6,2,N
22687,N,second,5,5,A,6,10,B,43,B,25,D,A,C,3,2,2,N
22688,N,third,91,4,D,95,37,A,66,F,,,,,8,1,0,Y
22689,N,third,58,51,D,9,50,D,,,,,,,2,0,2,Y
22690,N,second,70,39,A,36,37,C,58,C,,,,,2,1,2,Y
22691,Y,second,44,21,A,62,14,A,12,D,15,F,B,D,1,5,1,Y
22692,Y,third,21,70,C,62,22,C,16,B,84,B,F,A,5,6,2,N
22693,N,third,6,12,A,11,50,A,42,A,25,A,F,D,2,3,2,N
22694,Y,third,73,56,B,24,84,C,19,A,17,C,A,A,6,19,9,N
22695,N,second,41,86,C,40,57,F,70,C,75,A,C,D,19,12,7,N
22696,N,third,15,1,F,,,,,,,,,,2,2,1,Y
22697,Y,first,66,71,A,97,72,D,79,C,62,A,A,A,4,4,3,N
22698,N,first,98,50,D,41,73,D,,,,,,,0,2,2,Y
22699,N,third,2,11,A,13,39,D,37,B,21,D,C,A,2,1,1,N
22700,Y,first,18,19,B,,,,,,,,,,2,1,0,Y
22701,Y,first,41,51,A,6,67,A,89,F,69,A,A,A,17,6,9,N
22702,N,first,18,35,B,90,71,C,37,B,49,A,A,A,8,21,3,N
22703,N,third,1,34,F,,,,,,,,,,2,1,0,Y
22704,Y,first,77,79,B,62,53,C,30,D,,,,,2,2,0,Y
22705,N,third,19,7,B,,,,,,,,,,2,0,1,Y
22706,N,third,16,29,F,,,,,,,,,,5,2,1,Y
22707,Y,first,29,49,D,19,6,F,,,,,,,2,0,0,Y
22708,N,third,35,57,C,12,45,F,,,,,,,2,1,1,Y
22709,Y,third,78,67,A,24,53,C,3,F,37,F,F,F,10,7,1,Y
22710,Y,second,60,48,C,34,88,A,21,A,10,F,C,F,2,8,3,Y
22711,N,first,15,12,F,46,51,F,82,C,75,B,A,D,4,10,7,N
22712,Y,second,79,60,A,57,73,B,85,F,56,A,C,A,9,7,4,N
22713,Y,second,31,72,B,14,22,A,19,F,28,F,F,C,7,2,1,Y
22714,Y,first,1,28,F,74,62,F,11,F,,,,,0,3,0,Y
22715,N,third,54,53,C,64,5,C,,,,,,,2,1,0,Y
22716,N,second,51,2,F,62,67,C,84,B,,,,,7,4,1,Y
22717,Y,third,86,55,D,68,80,F,,,,,,,0,4,2,Y
22718,Y,third,2,9,B,6,37,B,46,A,28,B,B,B,2,1,2,N
22719,Y,third,84,48,B,52,20,D,13,D,20,F,B,F,13,1,2,Y
22720,Y,first,54,81,A,52,80,D,,,,,,,1,4,2,Y
22721,Y,first,4,15,F,,,,,,,,,,0,0,1,Y
22722,Y,first,5,14,D,,,,,,,,,,1,0,1,Y
22723,Y,third,85,56,C,76,22,B,73,B,80,A,A,C,5,5,2,N
22724,Y,third,71,41,A,64,55,C,46,F,19,F,A,F,2,5,3,N
22725,Y,first,2,19,F,,,,,,,,,,3,1,1,Y
22726,Y,first,49,59,A,97,25,A,5,F,86,A,C,D,10,5,5,N
22727,Y,third,99,44,D,25,56,C,7,D,40,F,C,D,18,17,9,N
22728,N,first,5,21,F,51,33,D,64,B,48,C,C,B,20,5,4,N
22729,Y,first,44,92,A,53,77,F,25,F,84,B,C,A,7,7,3,N
22730,Y,second,41,3,D,74,12,B,55,D,26,C,F,D,4,3,3,Y
22731,Y,third,31,52,D,11,58,F,,,,,,,2,1,0,Y
22732,Y,third,43,90,A,90,38,B,57,C,45,A,F,B,8,7,4,N
22733,N,third,57,85,F,49,46,A,,,,,,,5,4,2,Y
22734,N,third,1,1,B,9,45,D,32,D,23,A,B,B,0,3,2,N
22735,Y,third,77,35,C,55,44,C,25,D,10,D,F,D,5,3,2,Y
22736,N,third,22,12,F,,,,,,,,,,4,2,0,Y
22737,Y,first,26,49,D,73,49,A,17,A,17,F,D,D,5,6,3,Y
22738,Y,first,46,26,D,74,73,A,40,C,23,A,A,A,5,2,3,N
22739,N,third,8,16,A,1,49,C,25,D,22,B,F,C,2,1,2,N
22740,N,third,39,36,D,94,71,F,78,C,,,,,1,3,2,Y
22741,N,second,11,24,F,,,,,,,,,,2,1,1,Y
22742,Y,third,15,75,D,28,62,B,57,F,,,,,0,0,1,Y
22743,Y,second,2,90,F,17,35,D,84,C,98,D,A,C,9,19,3,N
22744,Y,second,60,86,B,91,23,A,58,C,34,A,F,B,12,6,4,N
22745,Y,third,5,6,F,40,49,C,97,C,39,A,C,B,23,13,7,N
22746,Y,second,14,4,F,56,49,B,80,A,22,C,C,D,26,4,4,N
22747,Y,first,21,43,D,25,21,F,,,,,,,4,0,0,Y
22748,Y,third,6,10,F,4,46,B,35,F,29,D,C,C,4,1,1,N
22749,Y,second,35,61,C,78,33,A,86,F,42,A,A,A,2,2,4,N
22750,N,third,25,68,C,66,27,C,,,,,,,7,2,1,Y
22751,N,second,51,70,D,70,74,D,,,,,,,7,3,1,Y
22752,Y,second,53,87,B,37,29,D,94,D,82,C,C,F,2,20,9,N
22753,Y,third,57,44,F,96,44,C,47,F,14,A,A,C,9,3,1,N
22754,N,third,9,2,F,9,26,C,39,A,28,F,B,C,0,3,2,N
22755,N,first,81,80,A,69,57,A,32,B,64,A,A,C,6,6,2,N
22756,N,third,9,15,B,4,48,A,36,B,24,A,A,D,4,2,1,N
22757,Y,third,64,40,D,98,27,A,60,F,62,A,A,C,11,3,4,N
22758,Y,first,49,40,C,44,40,F,,,,,,,1,1,1,Y
22759,Y,second,10,15,B,,,,,,,,,,2,0,0,Y
22760,N,first,87,74,C,63,69,D,1,C,59,C,B,F,6,7,2,N
22761,N,third,41,74,F,15,7,F,62,A,4,A,D,A,18,10,8,N
22762,Y,third,93,97,C,22,35,C,80,F,76,D,B,A,15,17,4,N
22763,N,third,7,8,A,13,24,C,42,B,23,B,D,A,2,3,2,N
22764,N,third,58,64,D,89,37,F,,,,,,,6,0,0,Y
22765,Y,third,11,58,A,91,45,C,70,B,52,D,F,A,11,7,5,N
22766,N,third,63,78,A,48,79,F,,,,,,,6,1,2,Y
22767,Y,first,69,5,A,63,79,A,53,C,2,F,F,D,8,4,2,Y
22768,Y,first,14,25,D,,,,,,,,,,4,0,0,Y
22769,Y,first,81,11,A,94,46,C,87,B,68,A,F,B,13,3,3,N
22770,Y,third,25,6,D,51,12,C,99,D,49,A,A,B,16,13,6,N
22771,Y,first,85,49,A,71,91,F,21,D,19,F,F,F,8,0,2,Y
22772,Y,third,39,49,D,38,30,F,,,,,,,2,1,1,Y
22773,Y,second,63,74,A,70,57,B,41,C,,,,,0,3,1,Y
22774,N,second,69,87,A,73,81,D,61,D,29,C,B,A,1,4,2,N
22775,N,third,89,82,D,73,98,F,,,,,,,0,1,1,Y
22776,Y,third,96,1,A,75,30,C,45,B,69,C,A,B,4,4,4,N
22777,Y,second,92,75,C,91,60,C,47,D,83,A,F,A,2,19,2,N
22778,N,third,43,61,A,76,89,F,,,,,,,7,1,1,Y
22779,Y,third,79,24,C,23,84,F,88,C,50,A,C,A,0,15,7,N
22780,Y,first,5,10,F,,,,,,,,,,3,0,1,Y
22781,Y,second,45,20,C,55,74,D,43,B,82,F,A,B,7,1,3,N
22782,Y,third,47,10,B,59,51,D,61,F,24,D,A,B,11,4,1,N
22783,Y,second,7,24,D,39,54,F,88,A,52,A,B,B,25,19,6,N
22784,N,third,54,60,A,13,54,B,72,D,,,,,10,0,0,Y
22785,N,second,11,12,F,29,31,B,68,A,82,A,A,B,9,7,5,N
22786,Y,third,59,77,F,66,44,C,33,F,63,A,D,A,12,8,3,N
22787,Y,third,90,66,A,72,22,B,69,B,66,A,A,D,12,3,3,N
22788,N,second,21,34,F,,,,,,,,,,0,2,0,Y
22789,Y,first,6,14,B,,,,,,,,,,1,1,1,Y
22790,Y,first,41,52,A,28,4,C,,,,,,,1,1,0,Y
22791,N,third,57,85,D,79,43,F,,,,,,,1,2,1,Y
22792,Y,third,30,66,C,31,29,D,58,D,,,,,5,3,0,Y
22793,N,second,13,37,F,,,,,,,,,,4,2,0,Y
22794,N,third,8,25,F,,,,,,,,,,0,0,1,Y
22795,Y,first,2,22,F,51,53,C,85,C,25,A,A,D,18,9,7,N
22796,Y,first,62,3,D,89,79,D,40,B,17,C,C,F,14,19,7,N
22797,Y,first,4,6,A,43,77,A,45,F,27,C,C,F,13,19,3,N
22798,N,third,53,77,A,43,25,F,,,,,,,1,0,0,Y
22799,Y,third,48,50,D,45,25,F,,,,,,,2,1,1,Y
22800,Y,third,57,58,B,50,21,A,30,B,76,B,F,F,10,3,3,N
22801,Y,first,8,81,C,95,4,C,58,C,36,A,A,D,2,14,9,N
22802,Y,first,6,11,F,,,,,,,,,,1,0,1,Y
22803,Y,first,42,65,C,45,58,F,35,F,,,,,1,2,0,Y
22804,N,third,14,15,F,49,33,D,50,F,41,C,B,D,21,16,8,N
22805,N,third,2,14,B,,,,,,,,,,0,0,1,Y
22806,Y,second,78,19,A,93,58,D,53,C,30,A,F,B,9,2,4,N
22807,Y,first,55,74,A,87,73,F,39,C,11,A,F,C,4,6,0,Y
22808,N,second,39,75,B,73,45,C,59,F,,,,,0,4,0,Y
22809,Y,second,90,28,C,61,14,D,59,A,75,F,A,A,4,4,5,N
22810,Y,third,60,80,A,71,39,B,78,B,82,A,B,C,11,6,4,N
22811,Y,third,80,19,D,8,96,B,61,A,98,D,C,C,1,13,5,N
22812,Y,third,74,52,F,62,78,B,75,F,88,C,F,B,10,6,3,N
22813,N,first,78,92,C,15,39,C,39,C,62,A,B,A,19,9,1,N
22814,N,second,92,76,A,65,91,A,35,B,65,B,B,D,17,10,5,N
22815,Y,second,10,17,F,,,,,,,,,,2,1,1,Y
22816,Y,second,88,27,A,98,46,A,32,D,74,F,F,F,11,5,2,N
22817,N,third,61,85,D,57,44,F,19,D,36,A,A,B,5,14,4,N
22818,Y,second,28,8,F,29,14,A,37,C,,,,,5,1,1,Y
22819,Y,second,58,39,F,87,59,D,43,F,,,,,6,1,0,Y
22820,Y,second,24,80,B,65,18,D,67,D,98,D,C,D,14,14,2,N
22821,N,third,91,83,D,7,80,B,61,D,62,C,A,A,14,1,8,N
22822,Y,first,67,77,B,53,19,C,14,C,86,B,F,A,1,12,4,N
22823,Y,third,3,9,B,8,55,F,49,F,23,A,B,A,1,1,2,N
22824,N,third,27,61,D,67,93,F,,,,,,,2,4,2,Y
22825,Y,third,35,30,F,82,73,B,66,A,39,D,A,D,5,5,4,N
22826,Y,second,89,75,A,44,83,A,22,F,0,F,A,F,6,6,0,Y
22827,Y,third,49,27,D,25,1,B,71,C,,,,,8,4,1,Y
22828,N,second,59,73,C,64,41,F,,,,,,,5,3,2,Y
22829,Y,third,26,48,A,18,32,F,,,,,,,3,0,1,Y
22830,N,third,10,7,F,28,46,B,80,B,94,A,D,C,8,16,4,N
22831,Y,third,26,37,D,,,,,,,,,,0,2,1,Y
22832,Y,first,19,64,F,50,27,B,41,D,,,,,7,3,0,Y
22833,N,second,4,10,A,5,40,A,45,A,20,B,A,B,4,2,1,N
22834,Y,second,57,76,C,92,77,A,43,F,83,C,F,A,12,2,2,N
22835,N,first,53,26,C,56,32,C,16,B,55,C,F,A,0,19,4,N
22836,Y,third,35,92,B,76,69,C,28,B,41,B,C,A,2,5,2,N
22837,Y,first,97,85,D,64,43,B,28,D,10,A,B,F,7,7,1,N
22838,Y,third,72,97,F,60,56,A,38,A,63,B,A,C,10,3,4,N
22839,N,third,7,51,D,0,48,C,71,F,,,,,9,4,2,Y
22840,N,second,10,21,D,42,40,D,49,B,86,A,B,C,7,8,8,N
22841,N,third,95,64,A,87,24,D,,,,,,,3,3,0,Y
22842,Y,first,16,17,C,,,,,,,,,,2,1,0,Y
22843,Y,second,62,14,A,9,51,F,50,D,,,,,9,0,0,Y
22844,Y,third,45,35,D,11,46,F,,,,,,,4,1,1,Y
22845,Y,second,61,38,C,64,34,C,69,F,35,A,F,C,5,4,3,N
22846,Y,first,7,16,F,,,,,,,,,,3,1,0,Y
22847,N,third,63,52,D,18,2,F,,,,,,,3,1,2,Y
22848,N,first,8,9,D,40,54,C,86,B,82,F,D,D,4,15,6,N
22849,N,second,82,58,A,44,99,F,7,A,89,F,A,A,6,4,4,N
22850,N,third,38,60,C,78,90,D,,,,,,,2,4,1,Y
22851,N,third,96,22,C,33,68,F,64,F,,,,,0,1,2,Y
22852,Y,third,48,72,F,54,38,C,77,B,61,A,F,F,13,6,3,N
22853,Y,first,15,6,D,,,,,,,,,,0,1,1,Y
22854,N,third,18,22,D,70,54,F,40,C,70,F,D,A,4,6,7,N
22855,Y,first,63,52,F,53,32,F,22,D,29,A,C,A,14,6,2,N
22856,Y,third,66,80,B,71,87,F,1,D,7,D,B,D,3,8,2,Y
22857,N,third,7,5,A,10,51,A,32,A,23,A,C,C,3,3,2,N
22858,Y,second,31,11,A,98,71,F,84,C,12,B,C,B,12,7,3,N
22859,Y,third,47,81,A,55,79,A,73,B,57,C,A,A,3,5,4,N
22860,Y,third,1,68,F,53,9,A,83,A,28,B,A,A,4,16,6,N
22861,Y,first,92,50,F,24,90,B,50,C,29,A,A,C,12,20,3,N
22862,N,third,37,67,C,56,85,D,,,,,,,4,0,2,Y
22863,Y,third,47,86,A,51,44,D,21,A,73,C,A,D,9,7,2,N
22864,N,first,79,86,A,40,21,B,79,F,61,A,A,F,6,9,4,N
22865,Y,second,53,77,B,49,3,A,16,A,39,D,C,F,0,5,0,Y
22866,Y,first,21,35,D,35,1,D,55,A,89,F,A,A,18,22,7,N
22867,N,second,16,14,F,40,50,D,79,B,89,B,C,B,5,3,8,N
22868,Y,first,3,19,D,,,,,,,,,,3,0,1,Y
22869,Y,third,59,82,D,89,61,C,68,A,84,F,B,F,12,2,4,N
22870,N,second,17,12,F,23,42,C,45,F,73,A,D,D,16,16,8,N
22871,Y,second,68,75,D,71,37,C,89,B,54,C,D,B,7,5,2,N
22872,Y,first,15,79,B,55,49,F,65,F,69,A,F,B,6,6,3,N
22873,N,third,14,50,A,99,32,A,66,C,,,,,1,0,2,Y
22874,Y,first,16,1,D,,,,,,,,,,1,1,0,Y
22875,Y,third,54,42,C,24,38,B,59,F,18,C,C,D,7,3,3,Y
22876,Y,third,58,18,B,92,80,F,80,C,56,A,A,B,2,16,3,N
22877,Y,second,22,29,C,2,45,C,73,C,81,F,D,A,2,23,6,N
22878,N,second,62,18,A,59,16,C,28,A,59,D,A,D,0,2,4,N
22879,Y,first,55,40,B,68,16,F,,,,,,,1,2,1,Y
22880,N,second,22,65,A,36,97,F,,,,,,,3,3,0,Y
22881,Y,third,61,70,D,37,87,F,,,,,,,7,0,2,Y
22882,Y,third,20,33,D,,,,,,,,,,3,0,0,Y
22883,N,third,10,30,F,,,,,,,,,,2,0,0,Y
22884,N,third,17,15,B,24,94,A,23,C,29,F,A,D,12,7,6,N
22885,Y,second,78,81,A,60,38,F,51,F,11,F,F,F,9,0,1,Y
22886,N,third,13,57,A,17,5,F,87,C,,,,,7,2,2,Y
22887,N,first,86,42,F,46,56,A,76,A,24,D,B,C,8,6,3,N
22888,N,third,65,60,A,13,95,F,,,,,,,0,0,0,Y
22889,Y,second,4,8,F,,,,,,,,,,3,0,1,Y
22890,Y,second,65,42,A,60,53,A,33,B,7,A,A,B,0,16,6,N
22891,N,third,8,11,A,11,54,C,44,A,25,A,C,D,2,3,1,N
22892,Y,third,15,2,C,,,,,,,,,,0,0,1,Y
22893,N,second,78,69,B,92,27,D,82,C,47,B,C,A,15,22,9,N
22894,N,third,22,55,C,79,52,F,,,,,,,7,2,0,Y
22895,N,second,14,26,D,23,46,D,76,B,37,C,B,D,18,17,6,N
22896,Y,first,8,5,F,,,,,,,,,,1,0,1,Y
22897,N,second,86,44,A,32,59,A,82,B,21,C,A,A,10,20,3,N
22898,Y,first,80,14,A,59,19,F,92,F,57,A,F,D,16,8,5,N
22899,N,third,43,82,A,17,14,A,69,B,,,,,3,1,3,Y
22900,Y,third,20,6,C,,,,,,,,,,1,0,1,Y
22901,N,third,85,53,B,67,21,C,75,D,84,D,A,D,3,10,6,N
22902,N,second,94,72,F,47,81,F,,,,,,,5,1,2,Y
22903,Y,second,7,76,F,11,43,C,87,D,36,F,D,A,5,21,6,N
22904,N,first,51,52,F,67,82,F,,,,,,,5,4,1,Y
22905,Y,first,31,55,D,31,35,C,,,,,,,3,1,1,Y
22906,N,second,10,53,A,75,7,C,79,F,,,,,4,0,1,Y
22907,Y,first,37,28,A,41,63,B,52,F,,,,,2,2,1,Y
22908,Y,third,64,88,F,62,31,D,,,,,,,0,2,1,Y
22909,Y,second,48,91,D,35,64,A,86,D,,,,,8,3,0,Y
22910,Y,first,68,14,A,44,46,A,19,F,,,,,5,0,1,Y
22911,N,third,8,16,A,7,45,B,43,B,29,A,A,A,1,2,2,N
22912,N,second,75,27,A,84,70,C,79,F,,,,,5,3,0,Y
22913,N,third,67,55,A,70,75,A,18,F,46,A,A,B,15,6,4,N
22914,N,third,37,42,F,53,24,C,56,B,,,,,1,0,1,Y
22915,N,first,58,97,F,44,83,D,,,,,,,6,1,2,Y
22916,Y,second,61,9,A,67,45,D,66,D,,,,,3,0,1,Y
22917,Y,third,37,50,A,80,72,C,21,B,59,C,F,F,5,7,3,N
22918,Y,third,59,54,A,73,45,A,43,C,10,D,A,A,3,7,1,N
22919,N,second,51,95,D,36,25,D,89,A,68,A,F,F,5,16,6,N
22920,Y,third,13,20,B,22,60,C,67,C,35,F,D,D,6,5,2,Y
22921,N,third,8,3,A,5,40,C,38,A,20,F,C,A,4,1,2,N
22922,Y,first,44,40,B,8,16,F,,,,,,,0,1,0,Y
22923,N,third,27,84,F,59,10,B,44,D,16,A,A,D,7,18,5,N
22924,N,third,52,62,A,65,5,F,92,F,,,,,4,1,1,Y
22925,N,third,2,16,F,6,41,B,37,D,22,A,C,A,3,3,1,N
22926,N,second,7,26,F,42,47,B,92,C,51,B,D,B,25,6,7,N
22927,N,first,34,13,B,63,35,B,29,D,1,B,D,D,4,3,5,N
22928,N,third,8,23,C,89,52,F,6,C,77,A,B,F,9,12,3,N
22929,Y,second,51,41,D,6,61,F,97,F,76,C,F,B,13,19,8,N
22930,Y,first,89,76,B,40,8,D,80,F,23,D,D,B,3,13,2,N
22931,Y,first,88,95,A,3,14,C,56,A,26,D,D,C,3,5,0,Y
22932,Y,first,80,40,A,66,54,C,54,A,83,A,D,A,6,6,4,N
22933,Y,second,38,58,D,41,49,F,,,,,,,1,1,1,Y
22934,Y,third,75,87,B,58,79,F,63,F,72,A,F,B,17,10,3,N
22935,Y,third,8,10,A,2,9,B,47,B,24,B,B,A,1,3,1,N
22936,Y,third,53,39,B,63,22,C,40,F,42,A,F,A,15,3,3,N
22937,N,third,27,18,A,50,30,F,58,F,,,,,2,2,0,Y
22938,Y,first,64,72,A,62,67,B,54,D,,,,,8,3,0,Y
22939,Y,third,52,81,A,33,57,F,,,,,,,7,1,2,Y
22940,Y,first,62,24,B,78,98,A,9,F,13,F,F,D,8,8,3,Y
22941,Y,first,0,2,B,,,,,,,,,,2,1,0,Y
22942,Y,first,96,77,C,56,6,F,16,B,84,B,C,D,14,9,5,N
22943,N,third,28,38,F,,,,,,,,,,4,0,0,Y
22944,N,first,4,9,F,25,35,D,58,F,35,A,F,A,19,16,6,N
22945,Y,third,38,65,C,3,27,D,78,F,1,B,F,C,5,6,3,N
22946,Y,third,59,52,D,26,69,C,30,D,27,B,F,D,2,4,2,Y
22947,Y,first,22,39,F,77,8,F,77,B,57,B,D,F,6,6,7,N
22948,Y,second,64,15,A,63,75,B,15,C,29,A,C,D,1,4,4,N
22949,Y,third,7,9,B,4,30,B,43,A,25,C,A,C,4,2,2,N
22950,N,second,31,36,F,47,31,A,74,F,,,,,3,2,1,Y
22951,N,third,85,34,D,62,25,A,34,A,61,B,D,F,7,3,2,N
22952,N,third,8,37,B,,,,,,,,,,2,1,1,Y
22953,Y,second,0,3,A,13,80,F,36,D,,,,,0,2,1,Y
22954,Y,first,8,6,F,,,,,,,,,,3,0,0,Y
22955,Y,first,53,30,C,41,13,F,,,,,,,0,1,0,Y
22956,Y,second,7,56,B,84,25,B,36,F,,,,,8,3,1,Y
22957,Y,second,13,76,D,90,87,C,51,F,41,A,A,B,9,14,9,N
22958,N,third,66,59,A,48,79,A,86,F,,,,,5,0,0,Y
22959,Y,third,77,32,B,85,26,C,30,F,27,A,A,A,12,6,2,N
22960,Y,second,95,14,B,53,12,B,25,C,,,,,4,1,0,Y
22961,Y,second,76,30,F,49,82,C,10,A,31,A,B,B,10,9,4,N
22962,Y,second,93,84,F,75,9,A,55,C,90,D,B,A,18,10,5,N
22963,Y,second,6,73,C,44,6,A,55,D,77,A,A,C,15,13,1,N
22964,Y,third,59,43,C,45,15,F,,,,,,,0,1,0,Y
22965,Y,first,81,5,F,81,41,C,55,B,75,D,A,C,5,21,4,N
22966,N,third,60,35,A,52,64,B,80,F,,,,,3,0,1,Y
22967,Y,third,12,59,F,88,17,F,11,C,86,B,D,A,12,16,9,N
22968,Y,third,33,12,A,50,20,C,70,A,19,C,A,A,7,2,3,N
22969,Y,second,26,44,D,28,32,D,,,,,,,0,0,1,Y
22970,N,first,5,92,F,2,25,D,72,F,65,A,B,B,11,3,6,N
22971,N,second,1,9,A,1,30,A,42,A,26,B,C,A,4,2,2,N
22972,Y,third,67,40,A,62,32,A,71,A,30,A,D,C,13,7,3,N
22973,Y,second,73,51,F,21,51,C,63,F,33,C,B,F,5,2,1,N
22974,Y,first,73,50,F,92,53,F,5,F,71,A,C,B,16,9,5,N
22975,N,third,15,26,F,37,35,F,69,C,66,B,C,B,21,10,5,N
22976,Y,second,40,48,D,33,13,F,,,,,,,0,1,1,Y
22977,Y,first,16,13,D,,,,,,,,,,2,1,1,Y
22978,Y,third,30,65,A,72,56,D,84,A,81,F,C,A,8,8,3,N
22979,N,first,4,20,D,45,54,F,92,B,83,D,B,B,6,12,7,N
22980,N,third,17,97,C,20,35,F,59,F,,,,,4,2,2,Y
22981,Y,second,29,3,F,57,98,F,45,D,19,A,F,A,11,16,2,N
22982,Y,second,97,65,A,81,95,B,33,F,65,D,C,F,16,11,5,N
22983,Y,second,60,48,C,79,60,B,27,B,98,C,D,D,9,8,2,N
22984,N,third,27,59,B,9,97,F,,,,,,,6,3,0,Y
22985,Y,second,17,0,D,,,,,,,,,,2,1,0,Y
22986,Y,first,29,20,F,,,,,,,,,,4,2,1,Y
22987,Y,second,30,48,B,4,25,C,,,,,,,3,0,1,Y
22988,Y,second,16,28,D,22,35,D,67,C,50,B,C,B,13,13,5,N
22989,Y,first,64,46,B,16,41,B,73,D,,,,,4,2,0,Y
22990,N,second,96,82,B,43,90,C,1,F,98,A,F,D,11,1,4,N
22991,Y,first,44,2,A,73,21,C,46,C,26,B,F,F,2,3,3,N
22992,Y,first,42,83,B,81,51,F,33,D,27,B,A,A,9,6,2,N
22993,Y,second,3,7,F,,,,,,,,,,3,0,1,Y
22994,N,second,72,31,D,57,56,C,66,C,84,F,D,A,2,23,5,N
22995,Y,second,3,11,B,,,,,,,,,,3,0,0,Y
22996,N,first,26,89,C,74,11,F,11,A,26,A,A,B,15,16,9,N
22997,Y,first,36,97,D,27,93,B,63,B,94,A,F,B,16,9,8,N
22998,Y,first,68,22,B,48,30,B,56,D,,,,,9,3,1,Y
22999,N,second,3,18,D,21,45,C,59,B,88,C,B,C,5,3,5,N
23000,N,first,80,62,F,67,73,A,,,,,,,4,0,2,Y
23001,N,third,78,9,C,29,79,C,71,C,,,,,11,2,0,Y
23002,Y,third,32,52,D,2,37,D,,,,,,,2,0,1,Y
23003,Y,second,75,32,C,84,61,B,98,B,23,B,C,D,8,12,7,N
23004,Y,second,59,36,C,79,28,D,46,A,17,F,F,D,3,7,6,N
23005,Y,first,90,33,A,50,3,F,18,A,30,A,A,D,8,6,2,N
23006,Y,first,6,6,F,,,,,,,,,,2,1,0,Y
23007,N,third,65,66,D,79,22,D,27,D,40,A,A,D,14,10,5,N
23008,Y,first,95,73,A,79,77,A,24,A,28,A,A,A,10,6,3,N
23009,Y,third,51,47,B,66,39,C,40,F,16,F,A,A,4,4,4,N
23010,N,third,99,98,A,39,78,A,,,,,,,5,0,0,Y
23011,Y,third,39,72,D,83,58,D,31,F,97,C,F,F,13,6,2,N
23012,Y,second,43,2,D,62,48,B,33,F,,,,,9,0,0,Y
23013,Y,second,52,91,A,82,34,A,26,D,11,B,D,A,13,3,2,N
23014,Y,third,30,51,D,48,20,F,,,,,,,4,0,0,Y
23015,Y,first,30,43,D,11,49,F,,,,,,,2,0,1,Y
23016,N,first,17,22,D,49,44,F,82,C,59,C,B,B,18,7,4,N
23017,Y,third,29,14,C,95,92,D,6,F,35,F,D,F,19,24,4,N
23018,Y,second,1,9,B,8,39,D,40,D,28,F,F,A,3,3,1,N
23019,N,second,66,72,A,53,21,B,66,A,6,A,A,C,5,2,7,N
23020,Y,third,83,20,A,74,29,C,58,A,50,D,F,B,10,3,2,N
23021,Y,second,15,17,C,,,,,,,,,,1,0,0,Y
23022,N,second,90,69,A,46,27,F,44,D,49,C,B,D,11,7,2,N
23023,N,second,1,21,D,31,41,D,84,B,30,C,F,B,26,18,5,N
